date,category,actual_units
2026-06-02,pkwt_pkwt_car,0
2026-06-03,dw_dw_bike,0
2026-06-03,dw_pkwt_bike,0
2026-06-03,pkwt_pkwt_bike,0
2026-06-03,dw_dw_car,0
2026-06-03,dw_pkwt_car,0
2026-06-03,pkwt_pkwt_car,0
2026-06-04,dw_dw_bike,0
2026-06-04,dw_pkwt_bike,0
2026-06-04,pkwt_pkwt_bike,0
2026-06-04,dw_dw_car,0
2026-06-04,dw_pkwt_car,0
2026-06-04,pkwt_pkwt_car,0
2026-06-05,dw_dw_bike,0
2026-06-05,dw_pkwt_bike,0
2026-06-05,pkwt_pkwt_bike,0
2026-06-05,dw_dw_car,0
2026-06-05,dw_pkwt_car,0
2026-06-05,pkwt_pkwt_car,0
2026-06-06,dw_dw_bike,0
2026-06-06,dw_pkwt_bike,0
2026-06-06,pkwt_pkwt_bike,0
2026-06-06,dw_dw_car,0
2026-06-06,dw_pkwt_car,0
2026-06-06,pkwt_pkwt_car,0
2026-06-07,dw_dw_bike,0
2026-06-07,dw_pkwt_bike,0
2026-06-07,pkwt_pkwt_bike,0
2026-06-07,dw_dw_car,0
2026-06-07,dw_pkwt_car,0
2026-06-07,pkwt_pkwt_car,0
2026-06-08,dw_dw_bike,0
2026-06-08,dw_pkwt_bike,0
2026-06-08,pkwt_pkwt_bike,0
2026-06-08,dw_dw_car,0
2026-06-08,dw_pkwt_car,0
2026-06-08,pkwt_pkwt_car,0
2026-06-09,dw_dw_bike,0
2026-06-09,dw_pkwt_bike,0
2026-06-09,pkwt_pkwt_bike,0
2026-06-09,dw_dw_car,0
2026-06-09,dw_pkwt_car,0
2026-06-09,pkwt_pkwt_car,0
2026-06-10,dw_dw_bike,0
2026-06-10,dw_pkwt_bike,0
2026-06-10,pkwt_pkwt_bike,0
2026-06-10,dw_dw_car,0
2026-06-10,dw_pkwt_car,0
2026-06-10,pkwt_pkwt_car,0
2026-06-11,dw_dw_bike,0
2026-06-11,dw_pkwt_bike,0
2026-06-11,pkwt_pkwt_bike,0
2026-06-11,dw_dw_car,0
2026-06-11,dw_pkwt_car,0
2026-06-11,pkwt_pkwt_car,0
2026-06-12,dw_dw_bike,0
2026-06-12,dw_pkwt_bike,0
2026-06-12,pkwt_pkwt_bike,0
2026-06-12,dw_dw_car,0
2026-06-12,dw_pkwt_car,0
2026-06-12,pkwt_pkwt_car,0
2026-06-13,dw_dw_bike,0
2026-06-13,dw_pkwt_bike,0
2026-06-13,pkwt_pkwt_bike,0
2026-06-13,dw_dw_car,0
2026-06-13,dw_pkwt_car,0
2026-06-13,pkwt_pkwt_car,0
2026-06-14,dw_dw_bike,0
2026-06-14,dw_pkwt_bike,0
2026-06-14,pkwt_pkwt_bike,0
2026-06-14,dw_dw_car,0
2026-06-14,dw_pkwt_car,0
2026-06-14,pkwt_pkwt_car,0
2026-06-15,dw_dw_bike,0
2026-06-15,dw_pkwt_bike,0
2026-06-15,pkwt_pkwt_bike,0
2026-06-15,dw_dw_car,0
2026-06-15,dw_pkwt_car,0
2026-06-15,pkwt_pkwt_car,0
2026-06-16,dw_dw_bike,0
2026-06-16,dw_pkwt_bike,0
2026-06-16,pkwt_pkwt_bike,0
2026-06-16,dw_dw_car,0
2026-06-16,dw_pkwt_car,0
2026-06-16,pkwt_pkwt_car,0
2026-06-17,dw_dw_bike,0
2026-06-17,dw_pkwt_bike,0
2026-06-17,pkwt_pkwt_bike,0
2026-06-17,dw_dw_car,0
2026-06-17,dw_pkwt_car,0
2026-06-17,pkwt_pkwt_car,0
2026-06-18,dw_dw_bike,0
2026-06-18,dw_pkwt_bike,0
2026-06-18,pkwt_pkwt_bike,0
2026-06-18,dw_dw_car,0
2026-06-18,dw_pkwt_car,0
2026-06-18,pkwt_pkwt_car,0
2026-06-19,dw_dw_bike,0
2026-06-19,dw_pkwt_bike,0
2026-06-19,pkwt_pkwt_bike,0
2026-06-19,dw_dw_car,0
2026-06-19,dw_pkwt_car,0
2026-06-19,pkwt_pkwt_car,0
2026-06-20,dw_dw_bike,0
2026-06-20,dw_pkwt_bike,0
2026-06-20,pkwt_pkwt_bike,0
2026-06-20,dw_dw_car,0
2026-06-20,dw_pkwt_car,0
2026-06-20,pkwt_pkwt_car,0
2026-06-21,dw_dw_bike,0
2026-06-21,dw_pkwt_bike,0
2026-06-21,pkwt_pkwt_bike,0
2026-06-21,dw_dw_car,0
2026-06-21,dw_pkwt_car,0
2026-06-21,pkwt_pkwt_car,0
2026-06-22,dw_dw_bike,0
2026-06-22,dw_pkwt_bike,0
2026-06-22,pkwt_pkwt_bike,0
2026-06-22,dw_dw_car,0
2026-06-22,dw_pkwt_car,0
2026-06-22,pkwt_pkwt_car,0
2026-06-23,dw_dw_bike,0
2026-06-23,dw_pkwt_bike,0
2026-06-23,pkwt_pkwt_bike,0
2026-06-23,dw_dw_car,0
2026-06-23,dw_pkwt_car,0
2026-06-23,pkwt_pkwt_car,0
2026-06-24,dw_dw_bike,0
2026-06-24,dw_pkwt_bike,0
2026-06-24,pkwt_pkwt_bike,0
2026-06-24,dw_dw_car,0
2026-06-24,dw_pkwt_car,0
2026-06-24,pkwt_pkwt_car,0
2026-06-25,dw_dw_bike,0
2026-06-25,dw_pkwt_bike,0
2026-06-25,pkwt_pkwt_bike,0
2026-06-25,dw_dw_car,0
2026-06-25,dw_pkwt_car,0
2026-06-25,pkwt_pkwt_car,0
2026-06-26,dw_dw_bike,0
2026-06-26,dw_pkwt_bike,0
2026-06-26,pkwt_pkwt_bike,0
2026-06-26,dw_dw_car,0
2026-06-26,dw_pkwt_car,0
2026-06-26,pkwt_pkwt_car,0
2026-06-27,dw_dw_bike,0
2026-06-27,dw_pkwt_bike,0
2026-06-27,pkwt_pkwt_bike,0
2026-06-27,dw_dw_car,0
2026-06-27,dw_pkwt_car,0
2026-06-27,pkwt_pkwt_car,0
2026-06-28,dw_dw_bike,0
2026-06-28,dw_pkwt_bike,0
2026-06-28,pkwt_pkwt_bike,0
2026-06-28,dw_dw_car,0
2026-06-28,dw_pkwt_car,0
2026-06-28,pkwt_pkwt_car,0
2026-06-29,dw_dw_bike,0
2026-06-29,dw_pkwt_bike,0
2026-06-29,pkwt_pkwt_bike,0
2026-06-29,dw_dw_car,0
2026-06-29,dw_pkwt_car,0
2026-06-29,pkwt_pkwt_car,0
2026-06-30,dw_dw_bike,0
2026-06-30,dw_pkwt_bike,0
2026-06-30,pkwt_pkwt_bike,0
2026-06-30,dw_dw_car,0
2026-06-30,dw_pkwt_car,0
2026-06-30,pkwt_pkwt_car,0
2026-07-01,dw_dw_bike,0
2026-07-01,dw_pkwt_bike,0
2026-07-01,pkwt_pkwt_bike,0
2026-07-01,dw_dw_car,0
2026-07-01,dw_pkwt_car,0
2026-07-01,pkwt_pkwt_car,0
2026-07-02,dw_dw_bike,0
2026-07-02,dw_pkwt_bike,0
2026-07-02,pkwt_pkwt_bike,0
2026-07-02,dw_dw_car,0
2026-07-02,dw_pkwt_car,0
2026-07-02,pkwt_pkwt_car,0
2026-07-03,dw_dw_bike,0
2026-07-03,dw_pkwt_bike,0
2026-07-03,pkwt_pkwt_bike,0
2026-07-03,dw_dw_car,0
2026-07-03,dw_pkwt_car,0
2026-07-03,pkwt_pkwt_car,0
2026-07-04,dw_dw_bike,0
2026-07-04,dw_pkwt_bike,0
2026-07-04,pkwt_pkwt_bike,0
2026-07-04,dw_dw_car,0
2026-07-04,dw_pkwt_car,0
2026-07-04,pkwt_pkwt_car,0
2026-07-05,dw_dw_bike,0
2026-07-05,dw_pkwt_bike,0
2026-07-05,pkwt_pkwt_bike,0
2026-07-05,dw_dw_car,0
2026-07-05,dw_pkwt_car,0
2026-07-05,pkwt_pkwt_car,0
2026-07-06,dw_dw_bike,0
2026-07-06,dw_pkwt_bike,0
2026-07-06,pkwt_pkwt_bike,0
2026-07-06,dw_dw_car,0
2026-07-06,dw_pkwt_car,0
2026-07-06,pkwt_pkwt_car,0
2026-07-07,dw_dw_bike,0
2026-07-07,dw_pkwt_bike,0
2026-07-07,pkwt_pkwt_bike,0
2026-07-07,dw_dw_car,0
2026-07-07,dw_pkwt_car,0
2026-07-07,pkwt_pkwt_car,0
2026-07-08,dw_dw_bike,0
2026-07-08,dw_pkwt_bike,0
2026-07-08,pkwt_pkwt_bike,0
2026-07-08,dw_dw_car,0
2026-07-08,dw_pkwt_car,0
2026-07-08,pkwt_pkwt_car,0
2026-07-09,dw_dw_bike,0
2026-07-09,dw_pkwt_bike,0
2026-07-09,pkwt_pkwt_bike,0
2026-07-09,dw_dw_car,0
2026-07-09,dw_pkwt_car,0
2026-07-09,pkwt_pkwt_car,0
2026-07-10,dw_dw_bike,0
2026-07-10,dw_pkwt_bike,0
2026-07-10,pkwt_pkwt_bike,0
2026-07-10,dw_dw_car,0
2026-07-10,dw_pkwt_car,0
2026-07-10,pkwt_pkwt_car,0
2026-07-11,dw_dw_bike,0
2026-07-11,dw_pkwt_bike,0
2026-07-11,pkwt_pkwt_bike,0
2026-07-11,dw_dw_car,0
2026-07-11,dw_pkwt_car,0
2026-07-11,pkwt_pkwt_car,0
2026-07-12,dw_dw_bike,0
2026-07-12,dw_pkwt_bike,0
2026-07-12,pkwt_pkwt_bike,0
2026-07-12,dw_dw_car,0
2026-07-12,dw_pkwt_car,0
2026-07-12,pkwt_pkwt_car,0
2026-07-13,dw_dw_bike,0
2026-07-13,dw_pkwt_bike,0
2026-07-13,pkwt_pkwt_bike,0
2026-07-13,dw_dw_car,0
2026-07-13,dw_pkwt_car,0
2026-07-13,pkwt_pkwt_car,0
2026-07-14,dw_dw_bike,0
2026-07-14,dw_pkwt_bike,0
2026-07-14,pkwt_pkwt_bike,0
2026-07-14,dw_dw_car,0
2026-07-14,dw_pkwt_car,0
2026-07-14,pkwt_pkwt_car,0
2026-07-15,dw_dw_bike,0
2026-07-15,dw_pkwt_bike,0
2026-07-15,pkwt_pkwt_bike,0
2026-07-15,dw_dw_car,0
2026-07-15,dw_pkwt_car,0
2026-07-15,pkwt_pkwt_car,0
2026-07-16,dw_dw_bike,0
2026-07-16,dw_pkwt_bike,0
2026-07-16,pkwt_pkwt_bike,0
2026-07-16,dw_dw_car,0
2026-07-16,dw_pkwt_car,0
2026-07-16,pkwt_pkwt_car,0
2026-07-17,dw_dw_bike,0
2026-07-17,dw_pkwt_bike,0
2026-07-17,pkwt_pkwt_bike,0
2026-07-17,dw_dw_car,0
2026-07-17,dw_pkwt_car,0
2026-07-17,pkwt_pkwt_car,0
2026-07-18,dw_dw_bike,0
2026-07-18,dw_pkwt_bike,0
2026-07-18,pkwt_pkwt_bike,0
2026-07-18,dw_dw_car,0
2026-07-18,dw_pkwt_car,0
2026-07-18,pkwt_pkwt_car,0
2026-07-19,dw_dw_bike,0
2026-07-19,dw_pkwt_bike,0
2026-07-19,pkwt_pkwt_bike,0
2026-07-19,dw_dw_car,0
2026-07-19,dw_pkwt_car,0
2026-07-19,pkwt_pkwt_car,0
2026-07-20,dw_dw_bike,0
2026-07-20,dw_pkwt_bike,0
2026-07-20,pkwt_pkwt_bike,0
2026-07-20,dw_dw_car,0
2026-07-20,dw_pkwt_car,0
2026-07-20,pkwt_pkwt_car,0
2026-07-21,dw_dw_bike,0
2026-07-21,dw_pkwt_bike,0
2026-07-21,pkwt_pkwt_bike,0
2026-07-21,dw_dw_car,0
2026-07-21,dw_pkwt_car,0
2026-07-21,pkwt_pkwt_car,0
2026-07-22,dw_dw_bike,0
2026-07-22,dw_pkwt_bike,0
2026-07-22,pkwt_pkwt_bike,0
2026-07-22,dw_dw_car,0
2026-07-22,dw_pkwt_car,0
2026-07-22,pkwt_pkwt_car,0
2026-07-23,dw_dw_bike,0
2026-07-23,dw_pkwt_bike,0
2026-07-23,pkwt_pkwt_bike,0
2026-07-23,dw_dw_car,0
2026-07-23,dw_pkwt_car,0
2026-07-23,pkwt_pkwt_car,0
2026-07-24,dw_dw_bike,0
2026-07-24,dw_pkwt_bike,0
2026-07-24,pkwt_pkwt_bike,0
2026-07-24,dw_dw_car,0
2026-07-24,dw_pkwt_car,0
2026-07-24,pkwt_pkwt_car,0
